	RS.v 	RS.u	RS.I	CH.v	CH.u	CH.I	IB.v	IB.u	IB.I	FS.v	FS.u	FS.I	LTS.v	LTS.u	LTS.I
1660	-67.6739	-13.6784	-5.91555	-68.7723	-13.785	-2.69796	-75.6628	-13.6703	-10.3033	-68.8234	-13.3471	1.72777	-53.5506	187.183	-2.1926
1661	-70.6132	-13.6756	-4.37781	-71.1414	-13.7844	-3.8469	-71.256	-13.6995	4.46284	-70.5428	-13.2992	-2.13539	-152.688	188.161	1.95497
1662	-69.3953	-13.6756	2.37725	-71.6099	-13.7844	-1.45835	-72.6996	-13.6995	-3.40337	-70.8284	-13.2992	-0.207775	-92.5242	188.161	-0.61515
1663	-72.0438	-13.6796	-4.6243	-73.7715	-13.7952	-5.17723	-72.1155	-13.7163	-0.442521	-69.7939	-13.2936	2.24528	-177.28	189.192	-1.15847
1664	-74.3294	-13.6796	-5.64434	-72.8094	-13.7952	-0.702908	-72.3166	-13.7163	-1.56686	-72.0024	-13.2936	-3.5886	-15.6574	189.192	1.70888
1665	-70.7016	-13.7034	4.22861	-72.5468	-13.8105	-1.27131	-73.4315	-13.7313	-3.55081	-71.571	-13.3105	0.207368	-76.7234	190.134	-4.45923
1666	-71.6139	-13.7034	-1.96852	-76.4429	-13.8105	-9.39026	-72.3529	-13.7313	-0.103872	-71.1915	-13.3105	0.407298	-176.444	190.134	-1.15004
1667	-69.0801	-13.7158	4.29158	-75.1341	-13.8401	-2.71902	-70.978	-13.746	1.38543	-72.1366	-13.3105	-1.97243	-20.6979	191.276	-1.45501
1668	-68.3018	-13.7158	2.35907	-76.5581	-13.8401	-6.82289	-66.8304	-13.746	7.92407	-72.2746	-13.3105	-1.05108	-90.006	191.276	-0.986267
1669	-70.0634	-13.7146	-2.33541	-73.2975	-13.8695	1.02587	-68.1092	-13.7384	-0.803683	-73.1993	-13.3308	-2.73157	-178.699	192.319	-0.12354
1670	-75.4605	-13.7146	-10.5471	-76.2719	-13.8695	-8.23168	-69.9034	-13.7384	-2.33537	-71.6101	-13.3308	1.51864	-13.5601	192.319	-1.24405
1671	-74.9961	-13.7422	-3.25485	-72.7023	-13.8972	1.93316	-77.4697	-13.7433	-14.8136	-71.436	-13.3366	-0.0524656	-67.1402	193.274	5.60422
1672	-74.9435	-13.7422	-3.63309	-75.5677	-13.8972	-7.54152	-73.8472	-13.7433	0.788063	-71.1327	-13.3366	0.325939	-171.456	193.274	0.0307604
1673	-73.1756	-13.7671	-0.149924	-71.6215	-13.9215	3.41456	-69.5007	-13.7638	6.04941	-73.4991	-13.3329	-4.80041	-41.4002	194.426	-5.22123
1674	-73.9983	-13.7671	-3.72127	-72.2539	-13.9215	-2.26426	-70.9662	-13.7638	-2.40525	-72.6895	-13.3329	-0.302884	-137.341	194.426	0.986127
1675	-70.5676	-13.7878	4.05591	-71.5389	-13.9321	-0.047012	-73.2682	-13.7724	-4.98492	-71.0865	-13.3587	1.97008	-131.293	195.541	-1.27421
1676	-72.9273	-13.7878	-4.86066	-71.3844	-13.9321	-0.641269	-71.6132	-13.7724	1.14956	-69.3026	-13.3587	3.5099	-142.455	195.541	0.169295
1677	-71.7549	-13.8037	0.457901	-74.1641	-13.939	-6.39884	-72.6602	-13.7834	-2.93846	-67.5259	-13.3186	4.59366	-119.975	196.669	1.03962
1678	-67.5706	-13.8037	7.38867	-77.2959	-13.939	-9.3946	-77.3301	-13.7834	-11.0025	-69.0601	-13.3186	-1.14741	-160.643	196.669	-0.551115
1679	-65.6932	-13.7979	5.17266	-73.478	-13.9694	1.19015	-74.186	-13.8171	-0.0423489	-70.6143	-13.278	-1.89853	-74.2358	197.824	0.453785
1680	-67.0272	-13.7979	-0.623855	-74.3342	-13.9694	-4.25245	-73.2189	-13.8171	-1.09534	-71.456	-13.278	-1.34494	-178.661	197.824	-0.284621
1681	-67.3	-13.7901	1.08663	-72.2457	-13.9873	0.855673	-75.1996	-13.8336	-6.12437	-71.1849	-13.2862	0.305799	-14.1557	199.007	3.35273
1682	-65.3596	-13.7901	5.41918	-75.1343	-13.9873	-7.31371	-74.5135	-13.8336	-2.66256	-72.7556	-13.2862	-3.19483	-74.5169	199.007	1.04728
1683	-66.8922	-13.7757	-0.932362	-75.5695	-14.0081	-4.99268	-74.8691	-13.855	-4.06769	-71.8376	-13.3179	0.592784	-180.016	200.068	-1.51765
1684	-65.9483	-13.7757	3.59033	-76.8705	-14.0081	-7.19262	-68.7358	-13.855	8.54172	-72.8883	-13.3179	-2.65706	-13.472	200.068	-2.99436
1685	-66.3132	-13.764	1.26886	-76.2117	-14.0355	-4.70106	-68.605	-13.8528	1.10129	-72.9639	-13.349	-1.53585	-73.8236	201.061	-0.534744
1686	-68.428	-13.764	-2.32522	-78.7053	-14.0355	-10.293	-67.4515	-13.8528	3.21335	-70.6829	-13.349	3.08341	-179.974	201.061	-0.119774
1687	-71.5946	-13.7624	-5.25286	-73.2268	-14.0696	2.66716	-71.2731	-13.8456	-6.22666	-71.9541	-13.3356	-2.31973	-10.5579	202.261	4.13453
1688	-68.1708	-13.7624	6.02673	-77.3021	-14.0696	-10.5728	-74.0073	-13.8456	-6.14263	-71.9483	-13.3356	-0.649362	-64.8614	202.261	1.9847
1689	-71.6522	-13.7599	-5.76158	-71.1645	-14.0974	5.69153	-76.7511	-13.8647	-8.37995	-70.968	-13.3473	1.3042	-174.774	203.327	-1.53663
1690	-71.5309	-13.7599	-0.617681	-72.2363	-14.0974	-2.99386	-72.9673	-13.8647	1.82922	-71.3936	-13.3473	-0.816727	-32.2997	203.327	0.309574
1691	-72.1108	-13.7708	-1.93205	-70.9131	-14.1044	1.00709	-69.3927	-13.8793	5.15191	-71.6307	-13.3474	-0.735355	-125.133	204.358	-2.57271
1692	-69.5211	-13.7708	3.96402	-69.3482	-14.1044	2.44431	-71.7348	-13.8793	-4.21388	-71.7608	-13.3474	-0.692551	-156.014	204.358	1.93013
1693	-73.0007	-13.7735	-6.4518	-72.0587	-14.0997	-5.15137	-72.2194	-13.8886	-2.00971	-71.6785	-13.3544	-0.363322	-91.6219	205.545	-0.400178
1694	-69.1559	-13.7735	5.75557	-70.524	-14.0997	1.56503	-75.0094	-13.8886	-6.99736	-71.3607	-13.3544	0.161366	-186.579	205.545	-2.04385
1695	-69.2034	-13.7746	0.609488	-72.6686	-14.0998	-4.71425	-78.374	-13.9109	-10.6273	-71.7344	-13.3532	-0.992291	11.3653	206.775	1.85555
1696	-72.6393	-13.7746	-6.19392	-71.88	-14.0998	-0.408658	-74.2819	-13.9109	0.443908	-70.1392	-13.3532	2.67612	10.1845	206.775	2.41988
1697	-77.0414	-13.7897	-10.4409	-74.9326	-14.1053	-7.47431	-71.9112	-13.9298	1.52811	-70.1936	-13.3293	0.453735	4.16482	207.771	-0.336386
1698	-72.4681	-13.7897	3.14884	-68.3094	-14.1053	9.20837	-70.9746	-13.9298	0.650505	-69.8223	-13.3293	1.29569	-18.8113	207.771	0.300869
1699	-72.7257	-13.8038	-2.02949	-66.4843	-14.0964	4.44483	-73.8813	-13.9351	-6.36589	-69.7439	-13.3019	0.932862	-90.2378	208.807	4.81968
1700	-69.0605	-13.8038	5.59402	-65.5458	-14.0964	3.39551	-71.6526	-13.9351	1.59085	-69.9862	-13.3019	0.364422	-189.994	208.807	-5.23089
1701	-69.7869	-13.8039	-0.728212	-72.3067	-14.0767	-11.7392	-71.8192	-13.943	-1.36899	-70.4891	-13.2802	-0.299337	22.7071	210.058	0.268995
1702	-66.7965	-13.8039	6.30295	-76.4528	-14.0767	-9.96585	-71.1989	-13.943	0.0737083	-71.6427	-13.2802	-1.89054	54.1258	210.058	-1.26493
1703	-68.4502	-13.795	-1.59967	-72.5123	-14.101	2.26707	-73.2381	-13.9489	-4.79819	-73.379	-13.2917	-3.84634	-65	212.058	-2.93522
1704	-68.6501	-13.795	0.639004	-68.7765	-14.101	5.61081	-68.0585	-13.9489	8.04788	-74.0331	-13.2917	-3.08413	-176.909	212.058	4.23986
1705	-74.2662	-13.7937	-10.2903	-69.0055	-14.0941	0.115171	-69.8994	-13.9422	-2.61656	-73.3172	-13.3468	-0.930367	-30.1452	213.308	-1.74051
1706	-68.9886	-13.7937	7.47375	-71.0482	-14.0941	-3.6222	-66.808	-13.9422	6.30057	-73.1639	-13.3468	-1.47061	-124.488	213.308	-1.00137
1707	-72.7328	-13.7938	-6.71613	-73.4271	-14.0964	-5.52483	-65.4814	-13.9306	4.21867	-71.2436	-13.3801	2.19496	-162.05	214.5	0.731858
1708	-69.1383	-13.7938	5.45671	-75.1042	-14.0964	-5.97654	-66.5621	-13.9306	-0.197521	-70.3084	-13.3801	1.68237	-78.6943	214.5	1.05039
1709	-69.5251	-13.7945	-0.0800125	-72.055	-14.1149	1.89739	-66.7761	-13.9182	1.23128	-73.7345	-13.3566	-6.4212	-188.799	215.642	0.0498706
1710	-68.5802	-13.7945	2.37117	-67.3544	-14.1149	7.8845	-68.3462	-13.9182	-1.53971	-72.8317	-13.3566	-0.349629	15.3309	215.642	2.09306
1711	-63.6687	-13.7929	10.7997	-65.9339	-14.102	4.03352	-69.9449	-13.9132	-2.23276	-71.3587	-13.3827	1.56957	21.4566	216.675	1.83721
1712	-62.9303	-13.7929	3.8794	-64.5519	-14.102	4.44039	-68.4331	-13.9132	3.14332	-72.3811	-13.3827	-2.31662	45.1012	216.675	-1.73388
1713	-70.6892	-13.7688	-13.0683	-67.6947	-14.0781	-4.30598	-67.7417	-13.9087	2.31145	-72.7893	-13.3978	-1.85447	-65	218.675	-1.68044
1714	-68.0365	-13.7688	5.10403	-69.712	-14.0781	-2.94231	-66.3314	-13.9087	4.06282	-73.1682	-13.3978	-2.14043	-182.947	218.675	-1.21868
1715	-63.9864	-13.7656	9.35544	-67.8996	-14.0754	3.71621	-67.3774	-13.8959	-0.337881	-73.0194	-13.426	-1.40253	-10.4325	219.965	-0.344607
1716	-68.4507	-13.7656	-6.53252	-70.4915	-14.0754	-4.17541	-67.7688	-13.8959	0.619795	-72.0622	-13.426	0.311937	-75.3869	219.965	-2.13474
1717	-73.9342	-13.764	-9.89902	-69.3006	-14.0759	2.00178	-71.5278	-13.889	-6.27423	-72.7653	-13.4308	-2.2397	-190.575	221.13	-0.803959
1718	-72.6346	-13.764	-0.144526	-68.727	-14.0759	1.47135	-69.056	-13.889	4.04452	-72.1388	-13.4308	-0.142788	16.5801	221.13	-4.43743
1719	-75.5677	-13.7793	-7.48861	-67.1147	-14.0693	3.84765	-68.2229	-13.8875	2.30796	-71.558	-13.4365	0.26447	24.882	222.188	3.83702
1720	-71.0267	-13.7793	4.72216	-66.9469	-14.0693	1.66462	-68.1183	-13.8875	1.26177	-71.5286	-13.4365	-0.409543	58.5001	222.188	0.249431
1721	-69.6318	-13.7878	2.35222	-67.1354	-14.0557	1.01275	-66.5105	-13.8822	4.3155	-71.9074	-13.4303	-1.20486	-65	224.188	5.05451
1722	-70.369	-13.7878	-1.04666	-70.7886	-14.0557	-5.97153	-69.8827	-13.8822	-5.01992	-70.2412	-13.4303	2.61232	-186.598	224.188	-3.00704
1723	-69.8027	-13.7935	1.11784	-71.332	-14.0577	-1.64061	-69.8279	-13.8841	0.297224	-70.5856	-13.4005	-0.266257	1.52438	225.509	0.673625
1724	-69.7275	-13.7935	0.473798	-69.3723	-14.0577	2.99158	-73.8052	-13.8841	-7.73651	-71.2384	-13.4005	-1.07114	-35.9762	225.509	2.79323
1725	-70.9366	-13.7966	-2.05136	-71.1123	-14.0541	-3.17681	-74.2168	-13.9016	-3.56969	-71.8798	-13.3925	-1.48774	-144.518	226.653	-3.46576
1726	-70.5815	-13.7966	0.316702	-66.9025	-14.0541	7.64866	-74.8786	-13.9016	-4.4666	-71.563	-13.3925	-0.0280171	-131.071	226.653	0.716543
1727	-69.0318	-13.803	2.94041	-68.1222	-14.0406	-1.01884	-74.2959	-13.9231	-2.61543	-70.5184	-13.3912	1.66109	-157.552	227.918	1.86023
1728	-68.9294	-13.803	0.945154	-65.9263	-14.0406	5.33693	-74.5171	-13.9231	-3.6812	-70.9912	-13.3912	-0.658478	-98.542	227.918	0.79222
1729	-67.3495	-13.8026	3.95343	-68.6637	-14.0235	-3.73508	-76.3888	-13.9427	-7.19288	-69.3895	-13.3795	3.17804	-194.28	229.15	0.731914
1730	-65.2016	-13.8026	5.80248	-70.4433	-14.0235	-2.85235	-79.4621	-13.9427	-11.5552	-71.8562	-13.3795	-3.96152	29.2942	229.15	-2.08783
1731	-65.6328	-13.7874	1.29294	-72.3028	-14.0248	-4.01617	-76.8355	-13.9817	-3.9481	-70.7395	-13.385	1.60241	74.4602	230.232	-1.31455
1732	-63.8841	-13.7874	5.56744	-71.264	-14.0248	0.458865	-74.1365	-13.9817	-0.553871	-68.3757	-13.385	4.87699	-65	232.232	2.77448
1733	-68.564	-13.7672	-6.97381	-71.0327	-14.0293	-0.384355	-71.9228	-13.9986	1.27943	-69.8199	-13.325	-1.40434	-189.507	233.444	-0.781764
1734	-69.2607	-13.7672	-0.381375	-71.3942	-14.0293	-1.41461	-73.7784	-13.9986	-5.01139	-70.506	-13.325	-0.590485	9.06514	233.444	1.60731
1735	-66.7151	-13.7689	5.74567	-70.606	-14.0343	0.632839	-67.8387	-14.0137	9.04279	-70.2472	-13.3107	0.878942	-11.9004	234.572	2.90042
1736	-72.8304	-13.7689	-10.4602	-69.475	-14.0343	1.84933	-65.7664	-14.0137	5.24066	-70.3516	-13.3107	0.329701	-86.2187	234.572	-0.227487
1737	-69.0438	-13.7848	5.78561	-70.4096	-14.0315	-1.5995	-66.8698	-13.9965	-0.397324	-71.6181	-13.295	-2.05966	-200.555	235.821	-0.354581
1738	-70.462	-13.7848	-2.08402	-71.5872	-14.0315	-2.63932	-67.3222	-13.9965	0.584918	-71.0414	-13.295	0.782793	55.765	235.821	2.34025
1739	-64.5295	-13.791	11.7943	-71.7136	-14.0373	-1.33749	-63.276	-13.9859	9.41573	-70.808	-13.2938	0.503543	-65	237.821	3.3259
1740	-68.4522	-13.791	-5.55113	-68.4089	-14.0373	5.42658	-63.0306	-13.9859	2.73083	-71.9317	-13.2938	-2.05217	-191.39	237.821	1.04206
1741	-72.6162	-13.789	-7.28598	-67.7336	-14.0302	2.16676	-63.0915	-13.9583	2.13091	-72.3054	-13.3094	-1.34948	14.5261	239.215	1.40163
1742	-71.1008	-13.789	1.39836	-67.9848	-14.0302	0.621745	-64.2376	-13.9583	-0.0143134	-71.3765	-13.3094	0.952577	5.8565	239.215	0.804978
1743	-74.3253	-13.7976	-6.94691	-70.6189	-14.0215	-4.25168	-62.8873	-13.9361	4.87144	-70.6931	-13.313	1.15583	-28.8002	240.374	-0.753136
1744	-69.7745	-13.7976	5.96047	-74.7779	-14.0215	-8.72606	-66.8454	-13.9361	-5.60833	-70.2923	-13.313	1.05361	-134.167	240.374	0.463188
1745	-66.4085	-13.8007	7.06761	-72.4058	-14.0402	0.942707	-68.6798	-13.9247	-2.11023	-70.1645	-13.2959	0.763826	-161.549	241.71	-3.5873
1746	-73.3982	-13.8007	-12.1411	-73.8126	-14.0402	-4.52863	-66.4156	-13.9247	5.32608	-70.8042	-13.2959	-0.675193	-94.5567	241.71	-0.485564
1747	-73.4477	-13.8183	-2.40051	-67.9047	-14.0546	8.90658	-68.4728	-13.9119	-2.40243	-71.3908	-13.2902	-0.977427	-201.848	243.005	2.27152
1748	-69.3198	-13.8183	5.89341	-70.1272	-14.0546	-3.41795	-69.4451	-13.9119	-1.03348	-71.7097	-13.2902	-0.839798	54.9369	243.005	-3.8945
1749	-68.7736	-13.8192	1.66359	-70.1645	-14.054	-0.206213	-70.6864	-13.9115	-2.0739	-71.6901	-13.3019	-0.393776	-65	245.005	3.80803
1750	-66.5896	-13.8192	5.22455	-75.8701	-14.054	-11.565	-73.01	-13.9115	-4.98929	-71.3511	-13.3019	0.247806	-194.294	245.005	2.41703
1751	-70.16	-13.8092	-5.37912	-75.5985	-14.0764	-4.41124	-74.3974	-13.9253	-4.85476	-70.983	-13.3058	0.550527	22.5915	246.437	0.241018
1752	-70.7881	-13.8092	-1.16233	-71.5072	-14.0764	3.49343	-71.2063	-13.9253	3.04508	-70.7628	-13.3058	0.506172	36.4853	246.437	0.851606
1753	-69.5469	-13.8162	2.17551	-71.8983	-14.0809	-1.8538	-68.7144	-13.9316	4.27645	-70.2236	-13.2983	1.29156	-65	248.437	1.68888
1754	-69.9505	-13.8162	-0.359795	-72.2802	-14.0809	-2.12791	-69.5106	-13.9316	-0.818741	-69.41	-13.2983	2.1927	-197.747	248.437	-1.05705
1755	-70.3036	-13.8196	-0.492643	-70.3828	-14.0884	2.13767	-63.8529	-13.931	11.6679	-71.1154	-13.2663	-2.36891	35.2933	249.89	-0.901229
1756	-67.6696	-13.8196	5.26252	-73.3749	-14.0884	-6.30808	-66.7711	-13.931	-3.59068	-73.0549	-13.2663	-3.86428	-65	251.89	-2.89903
1757	-71.0574	-13.8139	-5.41439	-73.1957	-14.1002	-2.21061	-69.4299	-13.9195	-3.72824	-74.4993	-13.3056	-4.36126	-195.355	253.197	7.18012
1758	-68.0288	-13.8139	5.56408	-72.6625	-14.1002	-1.35967	-69.3208	-13.9195	0.627919	-73.4963	-13.3056	-0.808897	22.1826	253.197	-1.49287
1759	-67.2885	-13.8098	2.69402	-72.5796	-14.1088	-1.81539	-75.7792	-13.9184	-12.4473	-70.6748	-13.3492	3.75072	31.2461	254.405	0.728791
1760	-66.0223	-13.8098	4.05545	-69.9012	-14.1088	3.43395	-73.0241	-13.9184	0.788478	-71.8825	-13.3492	-2.18763	-65	256.405	-1.12211
1761	-68.536	-13.7977	-3.08349	-69.945	-14.1062	-0.137441	-72.0948	-13.9321	-0.240118	-71.7881	-13.3583	-0.431716	-200.931	257.735	0.54304
1762	-69.6584	-13.7977	-1.24975	-68.488	-14.1062	2.84071	-66.545	-13.9321	9.73516	-71.361	-13.3583	0.295124	45.4063	257.735	0.132692
1763	-70.6964	-13.8003	-1.67334	-67.58	-14.0981	2.52553	-70.2719	-13.9196	-5.79035	-74.1628	-13.3567	-5.85254	-65	259.735	-2.18144
1764	-67.22	-13.8003	6.71517	-64.8766	-14.0981	6.52631	-68.0342	-13.9196	4.38962	-72.6164	-13.3567	0.545393	-200.84	259.735	4.05537
1765	-74.1844	-13.7932	-12.3702	-66.8294	-14.0756	-1.97955	-71.8849	-13.9134	-6.59603	-73.4767	-13.3787	-2.92109	42.3121	261.247	-3.22846
1766	-74.1139	-13.7932	-2.86335	-64.5186	-14.0756	6.04632	-69.579	-13.9134	3.42543	-74.4055	-13.3787	-3.80576	-65	263.247	1.37125
1767	-71.7563	-13.8138	1.77666	-69.629	-14.0522	-8.20939	-70.3325	-13.9134	-1.175	-71.9077	-13.4321	2.1971	-204.252	264.61	0.742847
1768	-70.5948	-13.8138	1.33216	-69.6904	-14.0522	0.0421421	-72.1476	-13.9134	-3.74748	-70.3329	-13.4321	2.42733	56.1469	264.61	-2.08821
1769	-71.9312	-13.8199	-2.85779	-66.5179	-14.0499	6.47478	-71.2556	-13.9237	0.397558	-72.733	-13.4039	-4.43641	-65	266.61	4.13359
1770	-64.4445	-13.8199	13.8456	-65.9255	-14.0499	2.73905	-76.9882	-13.9237	-12.2054	-72.2119	-13.4039	-0.300305	-206.948	266.61	-1.28546
1771	-65.4843	-13.8013	0.199325	-64.7394	-14.0326	4.10291	-70.1882	-13.9532	7.53004	-72.2445	-13.4137	-0.991879	68.5268	268.163	-0.798409
1772	-68.7979	-13.8013	-4.53466	-62.9509	-14.0326	5.59392	-68.6985	-13.9532	2.9118	-73.528	-13.4137	-3.52896	-65	270.163	-1.42954
1773	-67.7919	-13.8005	2.87408	-64.309	-14.0038	-0.50699	-71.7001	-13.9489	-5.2432	-72.1298	-13.4471	0.768075	-207.914	271.56	0.334418
1774	-71.4619	-13.8005	-6.01066	-65.1449	-14.0038	0.443478	-66.9004	-13.9489	8.51481	-72.1839	-13.4471	-1.01463	72.5936	271.56	3.01236
1775	-74.0503	-13.8103	-5.93993	-68.2534	-13.9843	-4.25048	-69.3371	-13.9376	-3.34685	-72.7698	-13.452	-2.12002	-65	273.56	-1.8207
1776	-72.8893	-13.8103	-0.574699	-71.3066	-13.9843	-5.16469	-72.4463	-13.9376	-5.77591	-70.4323	-13.452	3.25439	-209.596	273.56	0.36759
1777	-74.4473	-13.8256	-4.99376	-72.0005	-13.9898	-2.22435	-69.6888	-13.9486	3.87023	-70.2866	-13.4237	0.572436	77.9446	275.15	-0.601135
1778	-75.5765	-13.8256	-5.54364	-74.8944	-13.9898	-7.13795	-70.7611	-13.9486	-1.91034	-70.5096	-13.4237	-0.0448606	-65	277.15	2.8396
1779	-71.9612	-13.8514	2.81518	-72.764	-14.0096	0.376235	-70.9714	-13.9527	-0.849085	-70.3138	-13.3997	0.651746	-211.055	278.581	1.0403
1780	-71.3998	-13.8514	-0.0592375	-69.9747	-14.0096	3.60507	-74.3732	-13.9527	-7.37675	-71.255	-13.3997	-1.47424	81.934	278.581	-1.93355
1781	-71.7974	-13.86	-1.56487	-66.0463	-14.0093	7.86234	-74.6564	-13.9711	-3.90801	-70.9156	-13.392	0.463154	-65	280.581	-2.4164
1782	-69.9913	-13.86	2.54457	-67.7701	-14.0093	-1.71001	-71.326	-13.9711	3.02864	-71.5614	-13.392	-1.26646	-211.859	280.581	2.86324
1783	-72.9873	-13.8628	-5.84677	-68.3858	-14.0002	-0.101628	-71.0685	-13.977	-0.32218	-71.7434	-13.3908	-0.790249	87.6098	282.208	3.44432
1784	-68.5656	-13.8628	6.83128	-69.5379	-14.0002	-1.44001	-70.8777	-13.977	-0.282037	-72.0462	-13.3908	-1.16394	-65	284.208	0.568424
1785	-66.6618	-13.8598	4.72305	-70.5675	-13.9983	-1.79074	-63.2044	-13.981	14.8121	-71.7752	-13.3988	-0.244009	-214.279	285.674	1.64925
1786	-60.6861	-13.8598	13.6489	-71.7202	-13.9983	-2.65709	-69.0254	-13.981	-9.39272	-72.0666	-13.3988	-1.17267	96.7545	285.674	2.51141
1787	-61.6849	-13.8253	0.260968	-71.199	-14.0052	-0.106351	-66.4684	-13.9774	5.67973	-72.4192	-13.4063	-1.51484	-65	287.674	-1.02921
1788	-67.1864	-13.8253	-8.60493	-66.9425	-14.0052	7.73081	-63.6403	-13.9774	7.29877	-71.0705	-13.4063	1.60544	-216.915	287.674	-0.156429
1789	-70.1622	-13.8176	-4.40546	-73.7536	-13.9929	-12.1668	-63.426	-13.9525	2.64918	-71.5174	-13.3945	-0.988192	106.286	289.341	-3.43564
1790	-70.0056	-13.8176	0.397359	-69.1333	-13.9929	6.43185	-64.1879	-13.9525	0.73949	-72.9064	-13.3945	-3.17507	-65	291.341	0.477624
1791	-69.2739	-13.8212	1.64248	-72.8359	-13.9896	-6.90801	-66.4231	-13.9302	-2.28679	-70.659	-13.4182	3.01847	-219.151	292.842	-0.960751
1792	-73.4955	-13.8212	-7.84982	-73.4491	-13.9896	-3.23919	-64.232	-13.9302	6.08646	-72.1396	-13.4182	-2.79206	114.703	292.842	-4.7821
1793	-73.2805	-13.8388	-1.97733	-73.7972	-14.0036	-3.23121	-65.6165	-13.9085	-0.569314	-73.0568	-13.4252	-2.71952	-65	294.842	3.82833
1794	-73.2728	-13.8388	-2.22225	-69.0366	-14.0036	6.66248	-68.505	-13.9085	-3.82384	-72.3338	-13.4252	-0.187132	-220.892	294.842	-0.941417
1795	-70.311	-13.8551	3.69278	-75.2958	-13.9997	-11.981	-67.2241	-13.9043	3.46094	-71.6511	-13.4351	0.322201	125.172	296.549	-0.297098
1796	-72.64	-13.8551	-4.70363	-74.7278	-13.9997	-3.16303	-69.7199	-13.9043	-3.53874	-71.7755	-13.4351	-0.783636	-65	298.549	-2.45771
1797	-70.7952	-13.8686	1.97164	-70.8218	-14.0186	4.08152	-71.6099	-13.9051	-3.51943	-71.0904	-13.4336	0.743732	-221.705	300.085	1.13849
1798	-70.4094	-13.8686	0.400668	-70.2799	-14.0186	0.545167	-69.5043	-13.9051	3.23653	-69.8873	-13.4336	2.27071	126.601	300.085	-0.905803
1799	-68.0535	-13.8728	4.59093	-72.2658	-14.0193	-4.16151	-71.8333	-13.905	-4.27553	-71.7937	-13.397	-3.17931	-65	302.085	0.373616
1800	-69.1209	-13.8728	-0.991317	-74.9097	-14.0193	-6.87193	-69.6333	-13.905	3.26051	-70.0209	-13.397	2.94367	-224.248	302.085	-0.410905
1801	-68.8628	-13.8719	1.13982	-75.0898	-14.0386	-4.2895	-72.2688	-13.9055	-4.96131	-68.9011	-13.3665	2.83007	141.3	303.832	2.93635
1802	-70.4202	-13.8719	-2.35605	-69.0371	-14.0386	7.97666	-70.1371	-13.9055	2.79062	-68.4969	-13.3665	2.05311	-65	305.832	1.59708
1803	-73.3858	-13.8761	-6.0622	-66.9556	-14.034	4.66512	-66.9296	-13.9079	6.42652	-68.2096	-13.3105	2.01963	-225.343	307.403	1.14551
1804	-74.4353	-13.8761	-4.46522	-72.0442	-14.034	-8.75536	-62.8621	-13.9079	9.69219	-68.706	-13.3105	0.642578	144.519	307.403	2.6619
1805	-69.528	-13.8963	6.4905	-71.2197	-14.0415	0.221492	-62.2485	-13.8812	3.56418	-71.2611	-13.2641	-3.71131	-65	309.403	3.5502
1806	-72.8271	-13.8963	-6.2202	-68.9329	-14.0415	3.74086	-58.8123	-13.8812	9.23857	-72.3438	-13.2641	-2.24966	-227.892	309.403	-0.381829
1807	-77.1654	-13.9097	-10.5889	-71.0146	-14.0364	-3.61016	-63.7984	-13.8388	-8.14739	-71.991	-13.2903	-0.184564	156.417	311.19	0.086761
1808	-73.9058	-13.9097	0.256594	-70.5211	-14.0364	0.300595	-65.04	-13.8388	-0.13949	-72.8265	-13.2903	-2.31438	-65	313.19	1.07666
1809	-73.0492	-13.9271	-1.15033	-66.7844	-14.0377	7.11364	-62.5496	-13.8222	7.13404	-70.6428	-13.3229	3.06167	-230.071	314.797	-0.952058
1810	-73.2858	-13.9271	-2.60162	-68.7776	-14.0377	-2.50841	-64.6117	-13.8222	-1.69656	-71.2329	-13.3229	-0.905316	167.036	314.797	2.05958
1811	-69.7512	-13.9417	4.73876	-66.7193	-14.0321	4.75263	-73.5349	-13.8042	-15.5971	-72.1435	-13.3225	-1.94466	-65	316.797	0.886625
1812	-72.0777	-13.9417	-4.44799	-69.7468	-14.0321	-4.5492	-73.2286	-13.8042	-1.81225	-70.7366	-13.3225	2.02135	-231.695	316.797	-0.592619
1813	-68.9458	-13.9512	4.90281	-72.9371	-14.0304	-6.26328	-71.3627	-13.821	1.57333	-71.226	-13.3128	-0.764999	175.178	318.624	1.71815
1814	-69.4956	-13.9512	-0.462788	-67.0899	-14.0304	9.55672	-72.3727	-13.821	-2.73279	-72.3956	-13.3128	-2.44777	-65	320.624	-1.338
1815	-69.7478	-13.9502	-0.163171	-71.7672	-14.0182	-7.97769	-70.0946	-13.8341	3.08638	-72.0927	-13.3351	-0.373975	-232.097	322.268	2.42969
1816	-67.866	-13.9502	3.96222	-70.5558	-14.0182	1.2194	-69.2076	-13.8341	1.88266	-71.2228	-13.3351	0.973975	171.516	322.268	-4.78647
1817	-70.5546	-13.9426	-4.22916	-72.4628	-14.02	-4.17796	-66.5415	-13.8343	5.94836	-72.5342	-13.3333	-2.75154	-65	324.268	-1.50807
1818	-71.5628	-13.9426	-2.30406	-71.541	-14.02	0.103206	-71.0882	-13.8343	-7.33098	-73.1776	-13.3333	-2.39754	-234.773	324.268	0.722048
1819	-69.715	-13.95	2.71764	-66.362	-14.0258	9.31836	-70.113	-13.8419	1.41597	-71.823	-13.3682	1.06558	185.646	326.136	-5.76096
