	RS.v 	RS.u	RS.I	CH.v	CH.u	CH.I	IB.v	IB.u	IB.I	FS.v	FS.u	FS.I	LTS.v	LTS.u	LTS.I
1	-63.0722	-13	6.85558	-65.5686	-13	1.86281	-69.0155	-13	-5.03098	-66.4293	-12.1532	0.988159	-64.7589	-16.25	0.232131
2	-62.0483	-13	5.28477	-69.8966	-13	-5.78272	-72.3122	-13	-5.04156	-67.6429	-12.1532	1.05196	-64.7537	-16.25	-0.193665
3	-62.7493	-12.9882	1.83975	-66.4917	-13.0196	7.87146	-69.4023	-13.0292	5.21865	-69.7881	-12.2026	-1.25155	-62.0468	-16.2503	5.21056
4	-64.6943	-12.9882	-0.630664	-71.2932	-13.0196	-7.00989	-72.2183	-13.0292	-4.3169	-69.9156	-12.2026	1.6677	-63.3277	-16.2503	-2.57015
5	-63.7593	-12.9872	4.93925	-65.2355	-13.0444	12.253	-74.7647	-13.0575	-5.64978	-71.0193	-12.2896	-0.359646	-63.5917	-16.2523	-0.555759
6	-64.2006	-12.9872	2.31665	-67.7767	-13.0444	-2.17623	-77.033	-13.0575	-7.361	-71.5704	-12.2896	-0.0449021	-66.0585	-16.2523	-4.98367
7	-66.8357	-12.9843	-2.12303	-68.7719	-13.0546	0.101643	-72.5668	-13.1045	3.67644	-70.2591	-12.3988	3.29201	-65.7274	-16.2511	0.153389
8	-68.3359	-12.9843	-0.486589	-69.666	-13.0546	-0.166269	-72.5707	-13.1045	-0.915807	-70.3095	-12.3988	1.34237	-66.1268	-16.2511	-1.21657
9	-69.8439	-12.9979	-1.1125	-73.6781	-13.0722	-6.88296	-73.7878	-13.1327	-3.34555	-72.8049	-12.4735	-3.57915	-66.5274	-16.2497	-1.32833
10	-67.6728	-12.9979	5.43687	-72.4666	-13.0722	0.602917	-72.6513	-13.1327	0.293689	-73.7248	-12.4735	-2.31091	-67.0189	-16.2497	-1.63145
11	-68.9611	-13.0087	-0.394834	-70.6994	-13.1006	2.73888	-72.0341	-13.1607	0.229719	-72.576	-12.6046	1.03416	-66.5224	-16.2472	0.17647
12	-71.0481	-13.0087	-2.60243	-72.4008	-13.1006	-2.94249	-68.3776	-13.1607	6.76637	-74.1735	-12.6046	-3.6106	-66.2375	-16.2472	-0.0746012
13	-71.1057	-13.0327	0.203255	-70.3134	-13.1282	3.40308	-65.9614	-13.171	6.53992	-72.8731	-12.731	0.795253	-65.3366	-16.2457	1.24578
14	-73.5024	-13.0327	-4.53837	-69.4535	-13.1282	2.39962	-67.5963	-13.171	-0.670011	-70.7944	-12.731	3.37239	-64.5042	-16.2457	1.34717
15	-71.5618	-13.066	2.2564	-69.753	-13.1434	0.588825	-70.3172	-13.1779	-3.40161	-71.6836	-12.7816	-1.01133	-65.6063	-16.2463	-2.36052
16	-74.9956	-13.066	-6.96833	-75.0124	-13.1434	-9.51638	-71.4874	-13.1779	-1.71279	-73.0712	-12.7816	-2.68015	-65.7537	-16.2463	-0.677147
17	-73.9412	-13.1047	-0.952766	-75.4352	-13.1806	-4.00153	-69.0854	-13.2003	4.64516	-73.3714	-12.8696	-1.60202	-65.3697	-16.2454	0.348369
18	-71.1508	-13.1047	3.49008	-74.4728	-13.1806	-1.69846	-72.1824	-13.2003	-4.87898	-74.0804	-12.8696	-2.76512	-63.6329	-16.2454	3.14873
19	-67.6945	-13.1272	7.06451	-75.7028	-13.2149	-5.12456	-72.1997	-13.225	-0.73496	-72.9948	-12.9678	0.187343	-63.4461	-16.247	0.327064
20	-67.3055	-13.1272	2.82147	-68.0059	-13.2149	11.4564	-68.9012	-13.225	5.85862	-70.2696	-12.9678	4.3269	-63.6084	-16.247	-0.357427
21	-66.7878	-13.1339	3.23438	-64.5865	-13.2226	8.6612	-71.1914	-13.2361	-3.19452	-71.574	-12.9848	-1.74109	-62.7589	-16.2487	1.65271
22	-70.8058	-13.1339	-5.65517	-63.6461	-13.2226	4.73413	-73.4052	-13.2361	-4.4354	-72.1165	-12.9848	-1.11341	-62.3444	-16.2487	0.827705
23	-67.7136	-13.1544	6.54097	-67.9438	-13.2127	-5.62063	-70.1829	-13.265	4.70161	-71.8717	-13.0347	0.0557813	-61.4096	-16.2519	1.86997
24	-68.2296	-13.1544	0.976379	-65.7113	-13.2127	6.31688	-71.5793	-13.265	-2.16902	-70.2062	-13.0347	3.03306	-63.1167	-16.2519	-3.46367
25	-72.6198	-13.1643	-6.99807	-69.4532	-13.2113	-4.85905	-72.1868	-13.2861	-1.52732	-69.0944	-13.0439	3.06353	-61.8214	-16.2542	2.57354
26	-71.4413	-13.1643	1.34637	-69.3028	-13.2113	1.40554	-71.2133	-13.2861	1.15755	-69.6141	-13.0439	0.427174	-61.3522	-16.2542	0.915658
27	-74.779	-13.1867	-6.78754	-65.7663	-13.2243	8.26066	-70.8924	-13.3052	0.568799	-69.4329	-13.0411	1.54403	-61.4855	-16.2587	-0.323517
28	-76.0488	-13.1867	-5.50729	-64.4885	-13.2243	5.1544	-69.5529	-13.3052	2.80655	-69.8641	-13.0411	0.423976	-60.9964	-16.2587	0.928373
29	-71.3913	-13.2272	5.03537	-66.4032	-13.2178	-0.961883	-70.9044	-13.3173	-1.74782	-71.3205	-13.0433	-1.87318	-60.0986	-16.2636	1.69652
30	-76.0825	-13.2272	-9.52174	-66.0899	-13.2178	3.04953	-69.6558	-13.3173	2.60447	-69.8913	-13.0433	2.95305	-59.754	-16.2636	0.444982
31	-76.9207	-13.267	-6.03298	-70.8617	-13.2178	-7.02696	-69.3943	-13.3296	1.40749	-69.9882	-13.0457	0.827675	-59.1496	-16.2701	0.893436
32	-75.3823	-13.267	-2.25844	-68.222	-13.2178	5.51497	-72.5511	-13.3296	-5.2944	-71.7841	-13.0457	-2.63038	-59.635	-16.2701	-1.43974
33	-73.5501	-13.3032	0.00929375	-67.1883	-13.2263	3.78999	-70.8041	-13.3532	2.37351	-70.0627	-13.0833	3.19928	-59.7933	-16.2767	-0.665119
34	-71.6519	-13.3032	1.85906	-69.4637	-13.2263	-2.40641	-69.4622	-13.3532	2.82216	-70.6824	-13.0833	-0.360428	-60.4314	-16.2767	-1.59596
35	-74.8033	-13.3237	-6.70625	-73.0203	-13.2396	-6.02926	-71.0834	-13.364	-2.2844	-69.9921	-13.0966	1.86924	-62.0296	-16.2824	-3.39434
36	-73.3263	-13.3237	-0.17461	-76.6527	-13.2396	-8.68143	-68.6975	-13.364	4.71085	-71.855	-13.0966	-2.81764	-62.7574	-16.2824	-1.49682
37	-71.7493	-13.3505	1.39189	-74.0932	-13.2815	0.11741	-68.0847	-13.3715	2.57532	-73.4454	-13.1304	-3.52801	-61.993	-16.2853	1.49388
38	-74.3561	-13.3505	-5.73601	-74.4324	-13.2815	-3.08605	-68.2306	-13.3715	1.33914	-74.8635	-13.1304	-4.50871	-62.0945	-16.2853	-0.248632
39	-73.1184	-13.381	-0.247837	-75.7738	-13.3136	-5.40945	-72.1546	-13.377	-6.28314	-74.8323	-13.2171	-2.93211	-60.3594	-16.289	3.42831
40	-71.1756	-13.381	2.24464	-73.8879	-13.3136	-0.339535	-72.3214	-13.377	-1.18905	-73.4916	-13.2171	-0.369183	-60.2254	-16.289	0.0456494
41	-65.1781	-13.398	11.8533	-73.5641	-13.3428	-1.60344	-68.4823	-13.3987	6.69292	-72.4991	-13.2695	0.185386	-59.1501	-16.295	1.9047
42	-64.5862	-13.398	3.74897	-72.0725	-13.3428	0.993732	-62.5164	-13.3987	13.3515	-72.7825	-13.2695	-1.58552	-59.5428	-16.295	-1.27938
43	-66.9861	-13.3884	-2.12191	-69.0091	-13.3643	5.36877	-65.6369	-13.3808	-3.38976	-72.8871	-13.3034	-1.45791	-59.43	-16.3019	-0.169215
44	-71.9815	-13.3884	-7.93429	-71.6048	-13.3643	-4.00044	-67.2301	-13.3808	-0.71091	-70.8852	-13.3034	2.63484	-59.5342	-16.3019	-0.637399
45	-71.2571	-13.4086	0.714352	-74.0133	-13.3834	-5.2472	-65.8826	-13.3821	4.66929	-69.808	-13.2984	2.28861	-59.156	-16.3088	0.352631
46	-70.6791	-13.4086	0.929988	-69.323	-13.3834	6.94494	-64.6782	-13.3821	4.81906	-70.695	-13.2984	-0.958667	-59.6219	-16.3088	-1.4379
47	-67.7872	-13.4231	5.94933	-71.2667	-13.393	-2.88288	-69.0195	-13.3732	-6.00462	-69.9134	-13.2903	1.8285	-61.8593	-16.3157	-4.8649
48	-67.9999	-13.4231	1.28318	-67.9411	-13.393	6.43386	-72.3134	-13.3732	-5.41103	-69.9804	-13.2903	0.627385	-61.1686	-16.3157	1.29926
49	-66.9985	-13.4267	3.61979	-69.8566	-13.3969	-2.15831	-75.8875	-13.395	-8.12352	-71.1161	-13.2697	-1.55013	-59.6114	-16.3207	2.97777
50	-68.0875	-13.4267	-0.164086	-65.678	-13.3969	9.04554	-75.4319	-13.395	-3.40277	-71.8294	-13.2697	-1.41571	-59.8491	-16.3207	-0.87969
51	-69.3098	-13.4305	-0.870077	-67.8837	-13.3917	-1.96231	-73.6415	-13.4288	-0.253577	-71.6585	-13.2858	-0.159453	-59.2529	-16.3273	0.840516
52	-72.1066	-13.4305	-4.62903	-71.6722	-13.3917	-5.8781	-70.6999	-13.4288	3.73904	-73.6084	-13.2858	-4.29083	-58.4082	-16.3273	1.19033
53	-68.1279	-13.4503	7.0855	-73.7194	-13.4106	-4.60133	-68.2563	-13.443	5.01898	-71.1514	-13.3335	2.94239	-57.9396	-16.3357	0.190336
54	-69.3392	-13.4503	-0.889838	-73.1986	-13.4106	-1.15396	-68.3152	-13.443	1.3638	-71.7003	-13.3335	-1.17519	-59.3018	-16.3357	-3.642
55	-72.0421	-13.4587	-4.47711	-70.0466	-13.4352	4.56514	-68.1708	-13.4474	1.74312	-72.3616	-13.3407	-1.79192	-58.8966	-16.3431	0.315522
56	-64.826	-13.4587	13.5814	-73.1149	-13.4352	-5.59996	-68.8529	-13.4474	0.152028	-71.2295	-13.3407	1.28336	-60.6765	-16.3431	-4.17226
57	-64.2203	-13.4488	3.78635	-68.6093	-13.4589	7.31906	-68.1911	-13.4539	2.51168	-71.6202	-13.3385	-0.920208	-62.0997	-16.3488	-3.07262
58	-67.4636	-13.4488	-3.80363	-71.1691	-13.4589	-3.82141	-68.6563	-13.4539	0.570202	-71.697	-13.3385	-0.569213	-61.6627	-16.3488	0.768981
59	-67.0382	-13.4497	2.66644	-73.3902	-13.4744	-4.65723	-67.7684	-13.4594	3.05596	-71.617	-13.3451	-0.31192	-62.374	-16.3534	-1.54959
60	-64.2864	-13.4497	7.48008	-76.3616	-13.4744	-7.91116	-67.1179	-13.4594	2.98127	-71.553	-13.3451	-0.29184	-62.6191	-16.3534	-0.594081
61	-63.3523	-13.4378	4.54089	-70.9054	-13.5104	6.00221	-69.7382	-13.4587	-3.30304	-71.1313	-13.3485	0.470015	-63.6635	-16.3568	-2.1927
62	-63.4881	-13.4378	2.51166	-68.9485	-13.5104	3.8275	-68.6168	-13.4587	2.93837	-71.1401	-13.3485	-0.0961648	-63.8655	-16.3568	-0.565054
63	-60.3739	-13.423	9.00148	-69.3105	-13.516	0.35227	-68.7035	-13.464	1.12131	-69.1531	-13.3438	3.88948	-63.3952	-16.3587	0.759302
64	-58.4352	-13.423	6.52351	-70.0912	-13.516	-0.68268	-66.5223	-13.464	5.60908	-69.8871	-13.3438	-0.332238	-64.7135	-16.3587	-2.77735
65	-54.5308	-13.3883	9.97488	-69.7262	-13.526	1.15905	-65.6395	-13.4608	3.90449	-70.7023	-13.3161	-0.906856	-63.2585	-16.3595	2.60539
66	-54.2884	-13.3883	0.806283	-69.4642	-13.526	1.15916	-63.4814	-13.4608	6.711	-72.323	-13.3161	-2.99855	-63.8057	-16.3595	-1.22683
67	-59.8577	-13.3377	-10.9741	-65.9792	-13.5333	7.7541	-66.8329	-13.4455	-3.95221	-72.4543	-13.3367	-1.18834	-62.697	-16.3615	2.03962
68	-62.5391	-13.3377	-2.72966	-70.3742	-13.5333	-6.55746	-65.2826	-13.4455	5.15396	-71.8987	-13.3367	0.0610344	-61.9956	-16.3615	1.2897
69	-64.1396	-13.3211	-0.288756	-71.4861	-13.5442	-1.98734	-64.5919	-13.4378	3.87616	-70.1314	-13.3473	2.91442	-62.3362	-16.3657	-0.802973
70	-67.9635	-13.3211	-4.82637	-68.9796	-13.5442	4.48887	-60.6774	-13.4378	10.4662	-70.6606	-13.3473	-0.485304	-62.8753	-16.3657	-1.19496
71	-71.5433	-13.3265	-5.4248	-68.289	-13.5492	2.40758	-62.031	-13.4117	-0.0278454	-71.1142	-13.3338	-0.668239	-63.2204	-16.3689	-0.811533
72	-71.8337	-13.3265	-0.928569	-69.5979	-13.5492	-1.25754	-64.1135	-13.4117	-1.33547	-70.8585	-13.3338	0.459392	-64.3144	-16.3689	-2.32765
73	-65.6068	-13.3473	11.8925	-63.348	-13.5566	13.1854	-67.8204	-13.3999	-4.67959	-70.8817	-13.3252	0.0751856	-64.737	-16.3703	-1.09581
74	-61.7474	-13.3473	10.2355	-59.7235	-13.5566	9.91367	-70.1918	-13.3999	-3.02508	-70.8187	-13.3252	0.240596	-65.1708	-16.3703	-1.18815
75	-65.6204	-13.3274	-4.8661	-60.2535	-13.5244	1.32509	-72.1199	-13.4127	-3.37266	-71.5014	-13.3168	-1.20866	-62.9681	-16.3707	3.99971
76	-65.6146	-13.3274	2.54479	-61.2521	-13.5244	0.526522	-75.1056	-13.4127	-6.83581	-71.5038	-13.3168	-0.312692	-61.929	-16.3707	1.94892
77	-62.3822	-13.3233	8.99948	-66.0965	-13.4989	-7.02551	-68.6556	-13.4449	9.38118	-69.4202	-13.3221	3.85759	-61.518	-16.375	0.688164
78	-64.3935	-13.3233	-1.09653	-66.1274	-13.4989	2.17193	-70.2531	-13.4449	-1.90543	-70.113	-13.3221	-0.373135	-61.6923	-16.375	-0.512158
79	-65.6043	-13.3144	0.361813	-65.6224	-13.4934	3.23473	-65.7749	-13.457	9.35708	-70.4413	-13.3008	-0.0470134	-59.8055	-16.3797	3.62254
80	-66.4875	-13.3144	0.783702	-66.892	-13.4934	-0.172461	-64.2926	-13.457	5.32868	-69.8242	-13.3008	1.66074	-60.4195	-16.3797	-1.64827
81	-69.5466	-13.314	-3.81862	-70.2226	-13.4911	-4.6762	-69.1408	-13.445	-7.0319	-69.5946	-13.2762	1.26265	-58.5224	-16.3859	3.49141
82	-71.3137	-13.314	-2.58441	-70.4645	-13.4911	-0.110489	-68.0639	-13.445	3.19465	-70.6698	-13.2762	-1.18989	-56.7256	-16.3859	2.825
83	-69.9228	-13.333	2.6105	-72.8902	-13.5032	-4.62981	-72.3869	-13.4484	-7.07917	-72.0877	-13.2699	-2.53189	-56.1939	-16.3966	-0.406258
84	-66.3515	-13.333	7.85567	-76.8103	-13.5032	-9.41166	-72.0409	-13.4484	-0.416407	-71.2957	-13.2699	0.887046	-55.6818	-16.3966	-0.71305
85	-64.1103	-13.3318	6.80597	-75.0974	-13.5403	-2.01884	-73.5774	-13.4676	-3.91261	-72.6634	-13.276	-2.84995	-55.3041	-16.4087	-1.25079
86	-68.8208	-13.3318	-6.60635	-72.9984	-13.5403	0.559936	-71.5046	-13.4676	2.01981	-72.5105	-13.276	-0.852007	-55.8942	-16.4087	-3.41018
87	-72.1965	-13.3404	-5.43124	-73.7228	-13.5615	-3.14783	-69.9917	-13.4842	2.56488	-70.7905	-13.3041	2.40566	-55.8017	-16.4206	-1.71925
88	-75.1824	-13.3404	-6.82321	-74.5757	-13.5615	-4.05538	-73.2251	-13.4842	-5.94603	-69.533	-13.3041	2.71152	-55.2715	-16.4206	-0.90497
89	-75.9124	-13.3743	-4.98408	-73.6291	-13.5886	-1.25111	-68.7738	-13.5074	7.06719	-69.4871	-13.2738	1.05912	-54.6236	-16.4333	-0.964867
90	-74.9497	-13.3743	-2.39458	-73.7302	-13.5886	-2.49522	-64.9583	-13.5074	8.79913	-67.8109	-13.2738	4.37583	-53.0803	-16.4333	0.421843
91	-72.5132	-13.4066	1.54891	-71.2116	-13.6117	2.65389	-70.1629	-13.4971	-7.9084	-69.0839	-13.2143	-0.697921	-52.7918	-16.4487	-3.1555
92	-73.4832	-13.4066	-3.10722	-71.877	-13.6117	-1.72818	-68.5473	-13.4971	3.63526	-70.109	-13.2143	-0.748516	-50.7713	-16.4487	0.0724119
93	-77.8602	-13.4324	-10.7358	-71.7617	-13.627	-0.648163	-72.8493	-13.5014	-7.31396	-71.5897	-13.2037	-2.2416	-48.1101	-16.467	-0.378868
94	-74.2953	-13.4324	0.509866	-71.3767	-13.627	-0.0381825	-71.4555	-13.5014	1.25186	-72.876	-13.2037	-2.83122	-43.4013	-16.467	0.91781
95	-71.8292	-13.461	2.18461	-71.761	-13.64	-1.29749	-72.8732	-13.5172	-3.29468	-71.0638	-13.2459	2.36436	-36.6938	-16.4944	-1.39248
96	-70.6747	-13.461	1.61671	-70.5443	-13.64	1.61278	-67.5704	-13.5172	9.03421	-72.185	-13.2459	-2.17187	-23.9908	-16.4944	-1.47689
97	-72.572	-13.4745	-3.67868	-73.0068	-13.6494	-4.90335	-68.3878	-13.5171	0.0697771	-71.7145	-13.271	0.19309	5.96755	-16.5456	0.353896
98	-70.347	-13.4745	3.16775	-71.8797	-13.6494	0.43901	-68.7632	-13.5171	0.595351	-71.1352	-13.271	0.741399	101.994	-16.5456	4.24453
99	-72.9189	-13.4864	-4.83134	-67.625	-13.6639	7.59091	-69.2051	-13.5218	0.28002	-71.5385	-13.2739	-0.810218	-65	-14.5456	-0.711422
100	-74.2508	-13.4864	-4.24228	-65.5814	-13.6639	5.62261	-69.3649	-13.5218	0.610219	-70.0024	-13.2739	2.78039	-64.6236	-14.5456	2.20726
101	-73.6635	-13.5136	-1.58502	-66.6071	-13.6529	0.154959	-67.8723	-13.5288	3.82832	-70.5174	-13.2554	-0.305386	-66.3995	-14.5378	-2.02794
102	-72.4485	-13.5136	0.181424	-69.3897	-13.6529	-3.64283	-68.4931	-13.5288	0.325181	-69.7589	-13.2554	1.94054	-65.841	-14.5378	2.2211
103	-71.3259	-13.5332	1.02275	-70.6275	-13.6574	-1.77718	-67.4284	-13.5322	3.41373	-71.2705	-13.2341	-2.13618	-65.0891	-14.5284	2.76952
104	-72.1326	-13.5332	-2.01251	-73.9545	-13.6574	-6.70384	-69.6689	-13.5322	-2.73467	-70.7998	-13.2341	0.880273	-63.6799	-14.5284	4.2718
105	-69.6708	-13.551	3.92899	-74.7925	-13.6801	-4.33164	-70.6222	-13.5403	-1.24462	-70.624	-13.2345	0.612018	-64.7271	-14.5216	-0.428581
106	-67.4339	-13.551	5.11597	-71.2853	-13.6801	3.54002	-72.3904	-13.5403	-3.46552	-69.1966	-13.2345	3.23042	-64.9461	-14.5216	1.09207
107	-67.1633	-13.5497	2.26639	-75.9	-13.6916	-9.74676	-70.9926	-13.559	1.59264	-69.1427	-13.2048	1.32949	-65.4839	-14.5133	0.41337
108	-63.4827	-13.5497	9.19167	-74.9635	-13.6916	-2.75111	-67.0135	-13.559	7.76405	-69.4304	-13.2048	0.704779	-65.6027	-14.5133	1.14309
109	-62.5579	-13.5327	4.5112	-73.0841	-13.7177	0.103601	-70.9769	-13.5559	-6.05063	-70.1997	-13.1825	-0.414612	-65.354	-14.504	1.84896
110	-64.6965	-13.5327	-1.55998	-73.4344	-13.7177	-2.64921	-69.636	-13.5559	2.50158	-70.5632	-13.1825	-0.031033	-66.393	-14.504	-0.657729
111	-63.9799	-13.5208	3.95747	-69.4599	-13.7371	5.69895	-70.376	-13.5633	-0.82286	-68.6315	-13.1836	4.33042	-67.2896	-14.4938	-0.653596
112	-67.4788	-13.5208	-4.35611	-67.439	-13.7371	4.61713	-64.672	-13.5633	11.6135	-67.8991	-13.1836	3.02733	-67.2595	-14.4938	0.898866
113	-68.6568	-13.5203	-0.618303	-73.1139	-13.7321	-9.81254	-67.9132	-13.5507	-3.98446	-68.1596	-13.1348	1.37937	-69.2274	-14.4825	-3.08578
114	-69.7751	-13.5203	-1.02326	-76.4614	-13.7321	-8.6833	-68.8504	-13.5507	-0.347213	-69.5969	-13.1348	-1.04055	-70.009	-14.4825	-1.60594
115	-71.4727	-13.529	-2.78258	-71.538	-13.7633	4.56795	-70.2059	-13.5551	-1.62496	-72.6507	-13.1226	-5.00711	-69.6618	-14.4678	0.206421
116	-68.919	-13.529	4.60802	-72.9361	-13.7633	-3.57698	-66.7136	-13.5551	7.30419	-71.3205	-13.1226	1.66644	-70.3952	-14.4678	-1.73623
117	-70.4831	-13.5341	-2.05538	-67.3468	-13.7798	9.30888	-69.1957	-13.5509	-2.97945	-70.4053	-13.1438	1.8458	-70.3923	-14.4525	-0.705342
118	-72.5091	-13.5341	-3.88515	-68.0908	-13.7798	0.0426186	-71.2121	-13.5509	-3.127	-70.669	-13.1438	0.0790326	-71.3313	-14.4525	-2.57214
119	-76.5669	-13.5534	-9.40707	-69.9877	-13.7765	-2.57395	-70.6094	-13.5647	0.868409	-70.2546	-13.1507	1.26562	-69.2683	-14.436	2.80383
120	-76.5939	-13.5534	-5.27252	-68.2761	-13.7765	3.65417	-72.4419	-13.5647	-3.61024	-71.4675	-13.1507	-1.73182	-70.4586	-14.436	-2.39888
121	-72.0917	-13.5888	3.75536	-68.3546	-13.7741	0.981896	-71.8739	-13.5832	-0.132408	-72.228	-13.1719	-1.63832	-70.0487	-14.4205	0.100059
122	-69.4737	-13.5888	4.21718	-64.1183	-13.7741	9.57748	-69.073	-13.5832	4.75385	-70.9164	-13.1719	1.91599	-69.3578	-14.4205	0.932025
123	-71.8056	-13.5949	-3.94784	-66.2979	-13.7551	-1.98805	-71.3445	-13.5878	-3.60438	-70.6096	-13.1807	0.858157	-68.0668	-14.4063	2.53034
124	-70.5316	-13.5949	1.73948	-65.6654	-13.7551	3.18291	-71.1372	-13.5878	-0.0522964	-70.6134	-13.1807	0.43112	-67.3407	-14.4063	2.05637
125	-75.0258	-13.6051	-8.9136	-67.049	-13.7426	-0.673031	-70.8579	-13.6006	0.23678	-71.26	-13.1829	-0.856857	-68.9237	-14.3944	-2.25966
126	-74.1705	-13.6051	-1.9203	-68.3555	-13.7426	-0.933481	-69.7327	-13.6006	2.10569	-72.2479	-13.1829	-1.97811	-68.6586	-14.3944	0.735217
127	-73.9725	-13.6297	-2.40707	-66.8268	-13.7412	4.19335	-70.3847	-13.6075	-0.74716	-72.5975	-13.2154	-1.43295	-68.1468	-14.3809	1.36203
128	-74.3653	-13.6297	-3.43004	-66.3233	-13.7412	2.767	-71.8777	-13.6075	-2.83031	-74.114	-13.2154	-4.07674	-69.1912	-14.3809	-1.4951
129	-75.5193	-13.6545	-5.31915	-66.7135	-13.7317	1.1437	-72.8651	-13.6229	-2.84988	-72.5926	-13.2796	0.681885	-69.2787	-14.3667	-0.0967955
130	-69.5322	-13.6545	7.78962	-67.5458	-13.7317	0.143452	-72.6938	-13.6229	-1.32764	-71.875	-13.2796	0.331149	-68.7896	-14.3667	1.02343
131	-67.5408	-13.6596	4.60015	-72.7402	-13.7272	-8.8889	-76.4163	-13.6412	-8.97443	-72.49	-13.2955	-1.77523	-69.5721	-14.3529	-1.26403
132	-68.9839	-13.6596	-1.31214	-70.7645	-13.7272	2.27975	-74.8351	-13.6412	-1.97531	-71.3505	-13.2955	1.24148	-71.1462	-14.3529	-3.25176
133	-69.9597	-13.6623	-1.04292	-69.1587	-13.7357	3.0022	-75.9662	-13.6677	-5.73954	-70.6459	-13.3	1.2304	-71.8387	-14.3361	-2.47803
134	-68.7974	-13.6623	2.68646	-73.6606	-13.7357	-8.26299	-75.0049	-13.6677	-2.74879	-70.1032	-13.3	1.38125	-72.0357	-14.3361	-1.96862
135	-69.5855	-13.6643	-0.574816	-73.5511	-13.7557	-2.24918	-72.8918	-13.6944	0.553556	-69.8442	-13.2807	1.15553	-69.2907	-14.3182	3.7666
136	-70.1931	-13.6643	-0.637693	-73.0036	-13.7557	-1.2957	-72.7605	-13.6944	-1.50137	-69.7964	-13.2807	0.907481	-69.4397	-14.3182	-0.210639
137	-68.3443	-13.6718	3.9159	-73.2943	-13.7726	-2.50007	-71.3056	-13.7115	1.25442	-69.9394	-13.2577	0.553803	-70.3164	-14.3034	-1.74809
138	-64.5236	-13.6718	8.85354	-71.1049	-13.7726	2.19557	-70.1945	-13.7115	1.65905	-68.958	-13.2577	2.7413	-68.9003	-14.3034	2.33506
139	-67.3214	-13.6564	-3.18132	-67.2248	-13.7815	7.27578	-70.5891	-13.7181	-0.618886	-69.1274	-13.2212	0.98525	-69.5499	-14.2891	-0.991213
140	-66.7261	-13.6564	2.85448	-65.8878	-13.7815	4.24958	-69.4612	-13.7181	2.17037	-70.2874	-13.2212	-1.04813	-71.0697	-14.2891	-3.06675
141	-68.5201	-13.6502	-1.70886	-65.9115	-13.7695	1.96202	-68.5411	-13.7216	2.43374	-71.3163	-13.2133	-1.45474	-71.3864	-14.2722	-1.61022
142	-68.0471	-13.6502	2.09609	-66.1751	-13.7695	1.4878	-67.9162	-13.7216	2.31845	-70.8554	-13.2133	0.849318	-69.897	-14.2722	1.79792
143	-67.6916	-13.6494	2.08	-69.964	-13.7588	-5.63764	-64.7449	-13.7188	7.69764	-70.6257	-13.2168	0.70362	-71.0108	-14.2565	-2.43832
144	-65.3742	-13.6494	6.15737	-73.1412	-13.7588	-6.09157	-66.112	-13.7188	-0.40457	-69.6171	-13.2168	2.40931	-70.7098	-14.2565	-0.301876
145	-65.4277	-13.6379	2.16312	-74.3168	-13.7762	-4.38934	-68.4049	-13.7089	-2.57644	-69.1459	-13.1967	1.94958	-71.3613	-14.2399	-2.00564
146	-68.4911	-13.6379	-3.85751	-76.4207	-13.7762	-7.3194	-70.1813	-13.7089	-2.40652	-69.5374	-13.1967	0.503582	-72.2592	-14.2399	-2.92646
147	-67.5515	-13.6391	3.05562	-73.223	-13.8063	1.11779	-71.7416	-13.7154	-2.93959	-72.5079	-13.1772	-4.86879	-73.7897	-14.2212	-4.8605
148	-70.271	-13.6391	-3.84887	-76.417	-13.8063	-8.54363	-71.5795	-13.7154	-0.557491	-73.8299	-13.1772	-3.57754	-71.3071	-14.2212	1.89556
149	-70.7169	-13.6474	-0.696406	-72.714	-13.8359	2.10242	-69.9773	-13.7274	2.4414	-73.3369	-13.2399	-1.07588	-71.4474	-14.2036	-1.35426
150	-71.9481	-13.6474	-2.56042	-73.9896	-13.8359	-4.31014	-69.5072	-13.7274	1.2264	-71.1645	-13.2399	2.65727	-70.9222	-14.2036	-0.10559
151	-72.6063	-13.6622	-2.28459	-73.5462	-13.8551	-1.97952	-72.299	-13.7309	-5.02501	-69.6218	-13.2465	3.09253	-69.5816	-14.1864	1.89032
152	-73.4156	-13.6622	-3.11634	-74.5232	-13.8551	-4.43988	-74.0054	-13.7309	-4.7346	-70.9665	-13.2465	-1.71473	-70.2571	-14.1864	-1.29335
153	-71.536	-13.6827	1.58089	-73.3954	-13.8761	-1.13168	-74.7246	-13.7523	-4.21417	-71.9779	-13.2487	-1.88662	-70.5221	-14.1699	-0.873411
154	-71.7504	-13.6827	-1.12736	-70.8552	-13.8761	2.70577	-72.1971	-13.7523	1.57504	-72.319	-13.2487	-1.274	-69.5733	-14.1699	1.40361
155	-71.7172	-13.696	-0.789053	-70.2638	-13.882	0.764472	-68.9757	-13.7661	5.17915	-71.9866	-13.276	-0.190485	-68.6633	-14.1542	1.89881
156	-73.5223	-13.696	-4.4545	-68.8295	-13.882	2.82549	-67.7873	-13.7661	3.18326	-73.1223	-13.276	-2.89721	-68.7968	-14.1542	0.309231
157	-72.9945	-13.7162	-1.25002	-71.4225	-13.8797	-4.42053	-67.8168	-13.7619	1.30668	-72.5828	-13.3156	-0.460476	-69.5803	-14.1394	-1.05716
